20                       |29655.365,5924.062,-14564|0.000,324.293,0.000      |Pos¹g Beliara            |MOBNAME_ADDON_IDOL       
12456                    |74719.156,3510.367,-12429|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12467                    |75193.352,3512.537,-13506|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12469                    |75159.391,3511.520,-13205|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12471                    |75143.344,3512.217,-12342|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12476                    |74959.430,3514.899,-13521|0.000,79.490,0.000       |Kufer                    |MOBNAME_CHEST            
12478                    |76131.797,3513.398,-12317|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
12480                    |75389.320,3514.653,-12363|0.000,81.009,0.000       |Kufer                    |MOBNAME_CHEST            
12482                    |75920.984,3512.553,-13131|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12484                    |75500.242,3513.553,-12972|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12490                    |76350.391,3512.384,-10847|0.000,78.760,0.000       |Kufer                    |MOBNAME_CHEST            
12495                    |73119.555,3158.415,-13507|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12497                    |72489.984,3154.415,-13786|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12499                    |73279.727,3154.415,-13117|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12501                    |72875.578,3156.415,-13883|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12504                    |71989.125,3154.886,-12600|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12506                    |71732.266,3157.149,-12858|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12508                    |71742.984,3155.850,-13087|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12510                    |72026.164,3155.349,-13420|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12512                    |72375.719,3159.684,-12717|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12524                    |70731.961,3151.700,-8902.|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
12526                    |72569.117,3158.260,-9543.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12528                    |72416.961,3153.774,-9257.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12530                    |72850.828,3150.033,-8992.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12532                    |72641.336,3151.033,-8820.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12534                    |72168.938,3156.121,-9302.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12536                    |71889.266,3159.514,-9443.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12546                    |74739.320,3832.682,-13182|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12556                    |76107.781,3833.218,-13188|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12558                    |75673.008,3832.218,-13202|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12560                    |75572.750,3825.253,-12621|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12563                    |75304.398,3832.253,-13185|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
12574                    |74889.805,3513.213,-9530.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12576                    |75142.758,3510.975,-9549.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12578                    |75355.422,3510.958,-9497.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12580                    |75550.742,3512.953,-9752.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12582                    |75391.695,3511.085,-10037|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12584                    |75224.953,3511.063,-10044|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12586                    |74995.398,3512.949,-10050|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12588                    |74697.555,3513.415,-9831.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12601                    |75228.867,3512.244,-10401|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
12614                    |71670.977,3150.292,-8547.|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
12623                    |72186.203,3160.280,-13290|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12629                    |72455.430,3155.786,-13430|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12631                    |72542.438,3157.786,-13101|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12655                    |49467.598,3056.042,-16836|0.000,123.751,0.000      |Pi³a do drewna           |MOBNAME_SAW              
12697                    |75321.375,3511.964,-12852|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12699                    |75358.906,3513.368,-12658|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12701                    |75900.312,3513.005,-12693|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12844                    |58088.172,1973.013,-2185.|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
12900                    |51023.930,2961.974,-18443|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12902                    |50979.957,2964.293,-18729|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12906                    |50918.000,2966.000,-18028|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12908                    |50917.828,2966.723,-18219|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12910                    |51211.359,2966.025,-18042|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12912                    |51206.227,2966.023,-18255|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
12924                    |50626.285,2964.477,-19055|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
12956                    |50486.000,2963.000,-18570|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12958                    |50475.082,2961.946,-18657|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12994                    |65203.172,3839.045,-24562|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
12996                    |65995.891,3840.000,-25237|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
12999                    |64203.062,3982.553,-21519|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
13001                    |66072.336,3834.455,-25002|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
13005                    |65613.516,3832.675,-25365|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
13010                    |65355.488,3842.732,-25403|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
13243                    |59912.113,3879.051,-31208|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
13245                    |58694.285,4134.473,-33400|0.000,78.280,0.000       |Kufer                    |MOBNAME_CHEST            
13247                    |62905.656,4278.731,-38406|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
13273                    |74353.000,3404.000,-1054.|0.000,135.000,0.000      |Prze³¹cznik              |MOBNAME_SWITCH           
13275                    |74011.000,3404.000,-1286.|0.000,135.000,0.000      |Prze³¹cznik              |MOBNAME_SWITCH           
13311                    |72361.102,2660.929,-1301.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
13324                    |72816.758,2663.238,1062.2|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
13426                    |66858.812,2484.566,-22364|0.000,47.155,0.000       |Kufer                    |MOBNAME_CHEST            
13436                    |64278.996,2294.698,-19183|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
13438                    |45871.137,2805.710,-26553|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
13440                    |48899.152,3587.902,11390.|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
13460                    |58631.227,1630.394,10306.|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
13469                    |58257.711,1630.432,10791.|0.000,131.007,0.000      |Stó³ alchemiczny         |MOBNAME_LAB              
13485                    |62534.020,1781.863,7908.8|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
13501                    |75236.641,3366.750,-1854.|0.000,64.538,0.000       |Björn - 'No to jazda!'   |MOBNAME_GRAVETEAM_06     
13502                    |75117.820,3373.111,-1464.|0.000,76.023,0.000       |Kairo - 'Chwilunia...'   |MOBNAME_GRAVETEAM_08     
13503                    |75295.148,3303.088,-703.0|0.000,66.624,0.000       |Wujo Dobra Rada - 'Naresz|MOBNAME_GRAVETEAM_09     
13504                    |75366.109,3371.591,-1388.|0.000,67.007,0.000       |Hosh - 'Ale gó...o'      |MOBNAME_GRAVETEAM_04     
13505                    |73439.047,3341.121,-11307|0.000,125.001,0.000      |Do tawerny               |MOBNAME_GR_PEASANT2      
13506                    |61080.750,2132.586,-11622|0.000,125.001,0.000      |Do tawerny               |MOBNAME_GR_PEASANT2      
13507                    |61155.531,2132.787,-11625|0.000,125.001,0.000      |Do maj¹tku ziemskiego    |MOBNAME_GR_PEASANT       
13508                    |54006.730,1723.088,-10316|0.000,125.001,0.000      |Do tawerny               |MOBNAME_GR_PEASANT2      
13509                    |54035.402,1723.168,-10387|0.000,125.001,0.000      |Do maj¹tku ziemskiego    |MOBNAME_GR_PEASANT       
13510                    |40932.871,3861.027,-3054.|0.000,125.001,0.000      |Do maj¹tku ziemskiego    |MOBNAME_GR_PEASANT       
13511                    |38291.125,3732.839,-6699.|0.000,125.001,0.000      |Do kolonii wiêziennej    |MOBNAME_PRISON           
13512                    |42454.195,2838.444,-19437|0.000,125.001,0.000      |Do kolonii wiêziennej    |MOBNAME_PRISON           
13513                    |74746.008,3291.159,-62.73|0.000,65.991,0.000       |Sascha - 'Postaci brak ps|MOBNAME_GRAVETEAM_11     
13514                    |74356.875,3300.000,50.852|0.000,68.991,0.000       |Andre - 'Jak szybko opada|MOBNAME_GRAVETEAM_12     
13515                    |73048.719,3303.293,-851.6|0.000,69.198,0.000       |Uwe - 'Na którym poziomie|MOBNAME_GRAVETEAM_14     
13516                    |73115.945,3293.293,-1443.|0.000,64.206,0.000       |Mihai - 'ChodŸ dziecinko,|MOBNAME_GRAVETEAM_13     
13517                    |73899.773,3364.229,-748.9|0.000,64.206,0.000       |Potê¿ny Krasnolud z Kosmo|MOBNAME_GRAVE_10         
13635                    |43869.000,2955.115,2339.0|0.000,69.102,0.000       |                         |MOBNAME_BENCH            
13637                    |45641.082,3086.984,4596.8|0.000,50.020,0.000       |                         |MOBNAME_BENCH            
13639                    |44091.000,2993.849,3098.0|0.000,54.820,0.000       |                         |MOBNAME_BENCH            
13650                    |44218.949,2905.686,2129.8|0.000,50.000,0.000       |Kufer                    |MOBNAME_CHEST            
13875                    |64314.930,3947.719,-24142|0.000,50.015,0.000       |                         |MOBNAME_BENCH            
13877                    |64926.594,3941.886,-24846|0.000,45.714,0.000       |                         |MOBNAME_REPAIR           
13882                    |64086.855,3975.554,-22245|0.000,154.729,0.000      |                         |MOBNAME_BBQ_SHEEP        
14247                    |48060.789,2378.112,-1102.|0.000,17.586,0.000       |                         |                         
14251                    |44186.156,2931.839,-27256|0.000,17.586,0.000       |                         |                         
14255                    |47827.371,1609.534,-10442|0.000,17.586,0.000       |                         |                         
14280                    |35145.895,4098.570,-11038|0.000,250.000,0.000      |Drzwi                    |MOBNAME_DOOR             
14290                    |62410.633,3976.948,-24482|0.000,135.000,0.000      |Prze³¹cznik              |MOBNAME_SWITCH           
14293                    |62544.039,3953.164,-25044|0.000,135.000,0.000      |Prze³¹cznik              |MOBNAME_SWITCH           
14313                    |67889.055,5520.293,-21125|0.000,50.000,0.000       |Kufer                    |MOBNAME_CHEST            
14348                    |30217.898,4201.882,-1348.|0.000,77.049,0.000       |Kufer                    |MOBNAME_CHEST            
14351                    |34384.910,3717.816,83.861|0.000,51.414,0.000       |                         |MOBNAME_BENCH            
14357                    |29957.406,4330.895,24914.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
14359                    |28844.432,4389.360,25458.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
14361                    |29562.941,4389.255,25980.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
14597                    |31818.617,3319.808,956.76|0.000,69.858,0.000       |                         |MOBNAME_BENCH            
14654                    |34100.633,4131.435,-8430.|0.000,86.291,0.000       |Wilfied Ukara 722 - 764  |MOBNAME_GRAVE_22         
14655                    |32914.059,4150.229,-8000.|0.000,81.230,0.000       |Arthag Amashrog 730 - 756|MOBNAME_GRAVE_17         
14656                    |33062.188,4211.307,-8625.|0.000,76.700,0.000       |Midos 757 - 759          |MOBNAME_GRAVE_19         
14657                    |33099.590,4186.728,-8563.|0.000,84.185,0.000       |Iotar 721 - 762          |MOBNAME_GRAVE_18         
14658                    |32581.627,4212.039,-8443.|0.000,69.198,0.000       |Marta Ukara 732 - 771    |MOBNAME_GRAVE_21         
14659                    |32901.371,4202.642,-9168.|0.000,80.536,0.000       |Oskar Sorn 703 - 736     |MOBNAME_GRAVE_20         
14660                    |33602.527,4169.753,-8851.|0.000,67.669,0.000       |Zahra 713 - 752          |MOBNAME_GRAVE_27         
14661                    |33625.461,4174.491,-8818.|0.000,64.206,0.000       |Mart Mulgo 721 - 779     |MOBNAME_GRAVE_26         
14662                    |33939.305,4181.430,-9100.|0.000,68.475,0.000       |Nieznany                 |MOBNAME_GRAVE_25         
14663                    |33966.266,4178.602,-9074.|0.000,69.836,0.000       |Seb 725 - 773            |MOBNAME_GRAVE_24         
14664                    |34436.148,4153.072,-9000.|0.000,70.006,0.000       |Viktorus Stahl 741 - 755 |MOBNAME_GRAVE_23         
14665                    |34251.180,4131.185,-8662.|0.000,78.130,0.000       |Nieznany                 |MOBNAME_GRAVE_04         
14666                    |34055.684,4227.036,-9663.|0.000,69.954,0.000       |Nieznany                 |MOBNAME_GRAVE_04         
14667                    |33328.430,4228.812,-9312.|0.000,72.459,0.000       |Nieznany                 |MOBNAME_GRAVE_04         
14668                    |32642.416,4222.759,-8876.|0.000,70.256,0.000       |Nieznany                 |MOBNAME_GRAVE_04         
15691                    |37234.848,4074.722,-2626.|0.000,250.000,0.000      |                         |                         
15693                    |37202.484,4075.722,-2159.|0.000,250.000,0.000      |                         |                         
15695                    |36792.152,4109.550,-1882.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
15712                    |37141.453,4103.128,-1975.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
15714                    |37020.461,4103.128,-2728.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
15717                    |36495.512,4112.405,-2504.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
15732                    |36565.754,4105.281,-1931.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
15734                    |36975.766,3776.136,-2855.|0.000,250.000,0.000      |                         |                         
15782                    |-1572.527,2408.464,16323.|0.000,152.256,0.000      |                         |MOBNAME_SEAT             
15800                    |38360.719,3821.717,-2687.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
15828                    |37395.859,3793.504,-2722.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15830                    |37145.941,3793.505,-2738.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15833                    |36897.402,3794.116,-2708.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15835                    |36630.715,3793.767,-2621.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15837                    |36915.859,3793.240,-2205.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15852                    |38304.031,3823.229,-1866.|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
15865                    |38005.754,3823.227,-1869.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15867                    |37698.246,3823.264,-1903.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
15908                    |38433.957,3813.933,-1923.|0.000,50.020,0.000       |                         |MOBNAME_BENCH            
15941                    |37691.004,3826.921,-2740.|0.000,78.034,0.000       |Kufer                    |MOBNAME_CHEST            
15966                    |15260.080,2874.005,11226.|0.000,47.155,0.000       |Kufer                    |MOBNAME_CHEST            
16527                    |38510.594,4130.521,-2239.|0.000,56.418,0.000       |Martwa Harpia            |MOBNAME_TAVERN_01        
16529                    |36978.648,4131.677,-3348.|0.000,58.479,0.000       |Martwa Harpia            |MOBNAME_TAVERN_01        
16605                    |32154.404,3452.140,9559.2|0.000,50.000,0.000       |                         |MOBNAME_BENCH            
16616                    |31080.100,3462.751,8012.0|0.000,50.000,0.000       |                         |MOBNAME_BENCH            
16618                    |31523.576,3440.328,8715.9|0.000,77.658,0.000       |Kufer                    |CHEST                    
16620                    |32028.826,3445.151,9039.0|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
16622                    |32020.242,3450.151,8184.6|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
16624                    |32126.174,3448.151,8714.1|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
16633                    |31102.867,3444.988,8691.4|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
16635                    |31382.463,3444.988,8465.6|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
16641                    |31683.482,3442.016,9166.9|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
17066                    |-1487.066,2407.303,16756.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
17069                    |-1763.489,2407.624,16387.|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
17074                    |-621.105,2408.038,16432.7|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
17081                    |-757.828,2408.615,16354.2|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
17424                    |3201.645,98.923,16448.549|0.000,47.154,0.000       |Kufer                    |MOBNAME_CHEST            
17430                    |31803.107,3476.792,9772.3|0.000,154.729,0.000      |                         |                         
17514                    |37270.863,3797.767,-2921.|0.000,51.804,0.000       |                         |MOBNAME_BENCH            
17516                    |37828.352,3814.132,-3071.|0.000,114.715,0.000      |Pi³a do drewna           |MOBNAME_SAW              
17539                    |35435.199,3870.538,-4355.|0.000,125.001,0.000      |Do gospody               |MOBNAME_TAVERN           
17540                    |35437.570,3871.221,-4399.|0.000,125.001,0.000      |Do prze³êczy             |MOBNAME_PASSOW           
17541                    |39307.664,3924.470,-3313.|0.000,125.001,0.000      |Do klasztoru             |MOBNAME_MONASTERY        
17542                    |39351.328,3924.558,-3359.|0.000,125.001,0.000      |Do maj¹tku ziemskiego    |MOBNAME_GR_PEASANT       
17543                    |37812.164,3874.746,-469.1|0.000,125.001,0.000      |Do klasztoru             |MOBNAME_MONASTERY        
17544                    |37774.004,3875.678,-501.7|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
17545                    |39276.035,3926.050,-3357.|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
17546                    |35368.617,3870.605,-4374.|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
17547                    |37849.168,3874.692,-512.0|0.000,125.001,0.000      |Do maj¹tku ziemskiego    |MOBNAME_GR_PEASANT       
17564                    |30632.918,4267.396,-6204.|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
17572                    |4880.426,2988.932,24651.3|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
17580                    |31490.180,2628.974,20396.|0.000,323.427,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
17619                    |29163.564,3129.699,28784.|0.000,155.841,0.000      |Ko³owrót                 |MOBNAME_WHEEL            
17625                    |30263.652,3146.305,29876.|0.000,47.155,0.000       |Kufer                    |MOBNAME_CHEST            
17627                    |30382.180,3146.305,29846.|0.000,47.155,0.000       |Kufer                    |MOBNAME_CHEST            
17632                    |29706.654,3146.305,29563.|0.000,131.007,0.000      |Stó³ alchemiczny         |MOBNAME_LAB              
17634                    |29995.068,3146.305,29032.|0.000,131.007,0.000      |Stó³ alchemiczny         |MOBNAME_LAB              
17636                    |30376.080,3146.305,29328.|0.000,80.000,0.000       |Kocio³                   |MOBNAME_CAULDRON         
17638                    |29949.146,3146.305,29586.|0.000,80.000,0.000       |Kocio³                   |MOBNAME_CAULDRON         
17640                    |29823.947,3146.305,29240.|0.000,80.000,0.000       |Kocio³                   |MOBNAME_CAULDRON         
17708                    |30327.242,3146.829,29206.|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
17714                    |11974.961,309.529,6815.50|0.000,125.001,0.000      |Do latarni morskiej      |MOBNAME_LIGHTHOUSE       
17715                    |12024.404,310.155,6778.33|0.000,125.001,0.000      |Do gospody               |MOBNAME_CITY2            
17716                    |19563.727,1281.008,1687.0|0.000,125.001,0.000      |Do gospody               |MOBNAME_CITY2            
17717                    |19491.250,1281.358,1669.3|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
17718                    |27015.975,2936.688,6104.3|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
17719                    |26695.600,2419.265,4308.4|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
17720                    |26770.307,2418.613,4319.5|0.000,125.001,0.000      |Do gospody               |MOBNAME_CITY2            
17721                    |26978.959,2937.736,6130.4|0.000,125.001,0.000      |Do latarni morskiej      |MOBNAME_LIGHTHOUSE       
17722                    |31427.949,3896.542,4640.5|0.000,125.001,0.000      |Do gospody               |MOBNAME_CITY2            
17723                    |31383.033,3896.166,4699.9|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
17724                    |2964.046,2142.685,14424.8|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
17725                    |20294.076,2058.229,12487.|0.000,125.001,0.000      |Do latarni morskiej      |MOBNAME_LIGHTHOUSE       
17726                    |20324.195,2058.173,12419.|0.000,125.001,0.000      |Do gospody               |MOBNAME_CITY2            
17727                    |27049.363,2937.069,6159.1|0.000,125.001,0.000      |Do gospody               |MOBNAME_CITY2            
17924                    |20624.127,817.680,4820.41|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
17934                    |31954.008,3111.244,-326.0|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
18241                    |26788.877,4404.663,-4144.|0.000,83.597,0.000       |Kufer                    |MOBNAME_CHEST            
18415                    |33421.812,4177.584,-11619|0.000,67.104,0.000       |Baron Simbus z Kahr 120 -|MOBNAME_GRAVE_28         
18416                    |33457.805,4178.876,-12041|0.000,67.669,0.000       |Hrabia Anieb z Waldfried |MOBNAME_GRAVE_29         
18417                    |33201.812,4177.876,-12369|0.000,64.186,0.000       |Hrabia Lazar z Siegburg 1|MOBNAME_GRAVE_30         
18418                    |32829.250,4176.876,-12257|0.000,64.973,0.000       |Mistrz miecza Asub Ukara |MOBNAME_GRAVE_31         
18419                    |32610.422,4194.876,-11489|0.000,66.973,0.000       |Mistrz miecza Dietmar Uka|MOBNAME_GRAVE_32         
18420                    |32832.441,4185.876,-11366|0.000,67.879,0.000       |Stra¿nik honorowy Uthar S|MOBNAME_GRAVE_33         
18618                    |32222.338,-1925.866,1952.|0.000,250.000,0.000      |Drzwi                    |MOBNAME_DOOR             
18811                    |12893.721,4076.053,11675.|0.000,51.933,0.000       |                         |MOBNAME_BENCH            
18813                    |-953.051,2411.720,16846.1|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
18832                    |31946.080,3088.209,-779.5|0.000,76.895,0.000       |Kufer                    |MOBNAME_CHEST            
18910                    |38532.949,3810.453,-2480.|0.000,50.020,0.000       |                         |MOBNAME_BENCH            
18963                    |-1642.609,553.520,-9346.2|0.000,47.154,0.000       |Kufer                    |MOBNAME_CHEST            
19007                    |12411.012,1668.339,-22495|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
19008                    |8154.400,1206.871,-17022.|0.000,125.001,0.000      |Do Khorinis              |MOBNAME_CITY             
19073                    |8054.793,1149.870,-17606.|0.000,50.020,0.000       |                         |MOBNAME_BENCH            
19116                    |5283.209,420.603,-23775.7|0.000,51.755,0.000       |Kufer                    |CHEST                    
19262                    |13864.000,1589.000,-13811|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
19264                    |14236.000,1589.000,-13917|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
19266                    |14466.000,1789.000,-16537|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
19268                    |14663.000,1792.000,-16878|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
19279                    |14916.000,1592.000,-13001|0.000,230.001,0.000      |Kuchnia                  |MOBNAME_STOVE            
19610                    |14056.028,1591.758,-13911|0.000,47.206,0.000       |Kufer                    |Chest                    
19721                    |14713.590,1593.474,-13805|0.000,152.256,0.000      |Fotel                    |MOBNAME_ARMCHAIR         
19724                    |14700.000,1589.000,-13269|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
19726                    |14946.000,1591.000,-13282|0.000,50.000,0.000       |                         |MOBNAME_CHAIR            
19803                    |12678.585,1555.060,-22038|0.000,312.555,0.000      |Pos¹g Innosa             |MOBNAME_INNOS            
19948                    |15118.000,1792.000,-16699|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
20090                    |16472.758,2541.315,-9853.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
20092                    |17189.395,2566.444,-9247.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
20094                    |16302.237,2642.944,-8560.|0.000,135.000,0.000      |Przycisk                 |MOBNAME_ADDON_ORNAMENTSWI
20116                    |-8813.276,-131.140,-6204.|0.000,45.714,0.000       |                         |                         
20174                    |2339.620,-177.167,-3001.2|0.000,77.469,0.000       |Kufer                    |MOBNAME_CHEST            
20176                    |1563.198,-183.911,-3353.5|0.000,250.000,0.000      |Drzwi                    |MOBNAME_DOOR             
20223                    |-5598.788,-218.809,-10428|0.000,39.845,0.000       |Patelnia                 |MOBNAME_PAN              
20225                    |4937.793,163.132,-589.924|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
20227                    |14849.196,1326.125,-3516.|0.000,98.035,0.000       |£ó¿ko                    |MOBNAME_BED              
20229                    |11914.612,1205.821,2896.3|0.000,56.419,0.000       |Mikstury Salandrila      |MOBNAME_SALANDRIL        
20411                    |-19199.418,-168.349,2844.|0.000,30.514,0.000       |                         |MOBNAME_SECRETSWITCH     
20420                    |7588.176,252.391,-39.428 |0.000,125.032,0.000      |Do targowiska            |MOBNAME_INCITY02         
20421                    |6408.731,392.598,3598.156|0.000,125.001,0.000      |Do ulicy kupców          |MOBNAME_INCITY04         
20422                    |7590.729,252.557,-109.984|0.000,125.001,0.000      |Do ulicy kupców          |MOBNAME_INCITY04         
20423                    |5362.844,387.370,-2128.11|0.000,125.001,0.000      |Do targowiska            |MOBNAME_INCITY02         
20424                    |5358.227,387.424,-2184.89|0.000,125.001,0.000      |Do górnego miasta        |MOBNAME_INCITY03         
20425                    |5297.628,387.121,-2145.42|0.000,125.001,0.000      |Do portu                 |MOBNAME_INCITY01         
20426                    |7142.299,590.880,-3734.96|0.000,56.419,0.000       |£uczarz 'Pod Zabójcz¹ Str|MOBNAME_BOW_01           
20431                    |11844.593,899.448,-4136.9|0.000,47.154,0.000       |Kufer                    |MOBNAME_CHEST            
20442                    |5372.243,-639.238,4364.46|0.000,250.000,0.000      |                         |                         
20444                    |6415.869,-639.877,4665.74|0.000,77.658,0.000       |Kufer                    |MOBNAME_CHEST            
